Package, Version, License(s)
libutempter0, 1.1.6-3, GPL;GPL-3;LGPL-2;LGPL-3
libuuid1, 2.33.1-0.1, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;GPL;GPL-2;GPL-2+;GPL-3;GPL-3+;LGPL;LGPL-2;LGPL-2+;LGPL-2.1+;LGPL-3;LGPL-3+;MIT;public domain;public-domain
libwebp6, 0.6.1-2, Apache-2
libwrap0, 7.6.q-28, BSD
libx11-6, 2:1.6.7-1, MIT
libx11-data, 2:1.6.7-1, MIT
libxau6, 1:1.0.8-1+b2, BSD
libxcb1, 1.13.1-2, BSD
libxdmcp6, 1:1.1.2-3, MIT
libxml2, 2.9.4+dfsg1-7+b3, ISC;MIT;MIT-1
libxpm4, 1:3.5.12-1, BSD
libxslt1.1, 1.1.32-2.2~deb10u1, BSD
libxtables12, 1.8.2-3-cl4u1, Artistic-2;custom;GPL;GPL-2;GPL-2+
libyaml-0-2, 0.2.1-1, Expat;permissive
libyang0.16, 0.16.105-1, Apache-2;Apache-2.0;BSD;BSD-2-clause;BSD-3-clause;BSD-3-clause AND Apache-2.0;EPL-1.0;Expat;GPL;GPL-3;IETF-BSD-3-clause
libzstd1, 1.3.8+dfsg-3, BSD;BSD-3-clause;Expat;GPL;GPL-2;GPL-2+;zlib
linux-base, 4.6, GPL;GPL-2
linux-image-4.19.0-cl-1-amd64, 4.19.94-1+cl4u3, GPL;GPL-2;Unicode-data;Xen-interface
linux-image-amd64, 4.19+63+cl4u1, GPL;GPL-2
linux-perf, 4.19+105+deb10u3, GPL;GPL-2
linux-perf-4.19, 4.19.98-1, CRYPTOGAMS;GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1;Unicode-data;X11;Xen-interface
linuxptp, 1.8-cl4u1, GPL;GPL-2
lldpd, 1.0.4-0-cl4u3, APSL-2;BSD;BSD-2-clause;BSD-3-clause;Expat;GPL;GPL-2;GPL-2+;GPL-2+ with Autoconf exception;ISC;permissive
lm-sensors, 1:3.5.0-3, GPL;GPL-2;LGPL-2
locales, 2.28-10, BSD;GPL;GPL-2;ISC;LGPL-2
login, 1:4.5-1.1, BSD;GPL;GPL-2
logrotate, 3.14.0-4, GPL;GPL-2
lsb-base, 10.2019051400, BSD;BSD-3-clause;GPL;GPL-2
lsb-release, 10.2019051400, BSD;BSD-3-clause;GPL;GPL-2
lsof, 4.91+dfsg-1, BSD;BSD-4-clause;GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2+;Purdue;sendmail
lvm2, 2.03.02-3, BSD;BSD-2-Clause;GPL;GPL-2;GPL-2.0;GPL-2.0+;LGPL-2;LGPL-2.1;MIT
lzma, 9.22-2.1, public domain
make, 4.2.1-1.2, GPL;GPL-3;GPL-3+
makedev, 2.3.1-94, GPL
man-db, 2.8.5-2, GPL;GPL-2;GPL-2+;GPL-3;GPL-3+
mariadb-common, 1:10.3.22-0+deb10u1, Artistic;BSD;BSD-2-clause;BSD-3-clause;GPL;GPL-2;GPL-2+;GPL-2+-with-bison-exception;GPL-3;GPL-3+;GPL-3+-with-bison-exception;GPL-verbatim;LGPL;LGPL-2;LGPL-2.1+;MIT;MIT/X11;public domain;public-domain;Python;SWsoft;unlimited-free-doc;zlib;zlib/libpng
mawk, 1.3.3-17+b3, GPL;GPL-2
memtester, 4.3.0-4+b1, GPL;GPL-2;GPL-2+
mgmt-vrf, 1.0-cl4u2, GPL;GPL-2
mime-support, 3.62, ad-hoc;Bellcore;public domain
mount, 2.33.1-0.1, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;GPL;GPL-2;GPL-2+;GPL-3;GPL-3+;LGPL;LGPL-2;LGPL-2+;LGPL-2.1+;LGPL-3;LGPL-3+;MIT;public domain;public-domain
mstpd, 0.r37-cl4u1, GPL;GPL-2;GPLv2.
mtd-utils, 1:2.0.1-1, GPL;GPL-2;MIT
mtr-tiny, 0.92-2, GPL;GPL-2;GPL-2+
multiarch-support, 2.28-10, BSD;GPL;GPL-2;ISC;LGPL-2
mysql-common, 5.8+1.0.5, GPL;GPL-2;GPL-2+
mz, 0.40-1.1+b1, GPL;GPL-2;GPL-2+
nano, 3.2-3, GFDL-1;GFDL-NIV+;GPL;GPL-3;GPL-3+
nclu, 1.0-cl4u5, Cumulus Networks Proprietary;GPL;GPL-2
ncurses-base, 6.1+20181013-2+deb10u2, MIT
ncurses-bin, 6.1+20181013-2+deb10u2, MIT
neighmgrd, 4.0-cl4u2, Cumulus Networks Proprietary;GPL;GPL-2
net-tools, 1.60-cl4u1, GPL;GPL-2;GPL-2+
netbase, 5.6, GPL;GPL-2
netq-agent, 2.4.1-cl4u26~1581350238.c5ec3e5a, Cumulus Networks Proprietary; GPL-2
netq-apps, 2.4.1-cl4u26~1581350238.c5ec3e5a, Cumulus Networks Proprietary; GPL-2
nginx-common, 1.14.2-2+deb10u1, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;MIT
nginx-extras, 1.14.2-2+deb10u1, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;MIT
ntp, 1:4.2.8p12+dfsg-4+cl4u9, ISC
onie-tools, 3.2-cl4u1, GPL;GPL-2
openssh-client, 1:7.9p1-10+deb10u2, Beer-ware;BSD;BSD-2-clause;BSD-3-clause;Expat-with-advertising-restriction;ISC;Mazieres-BSD-style;OpenSSH;Powell-BSD-style;public domain;public-domain
openssh-server, 1:7.9p1-10+deb10u2, Beer-ware;BSD;BSD-2-clause;BSD-3-clause;Expat-with-advertising-restriction;ISC;Mazieres-BSD-style;OpenSSH;Powell-BSD-style;public domain;public-domain
openssh-sftp-server, 1:7.9p1-10+deb10u2, Beer-ware;BSD;BSD-2-clause;BSD-3-clause;Expat-with-advertising-restriction;ISC;Mazieres-BSD-style;OpenSSH;Powell-BSD-style;public domain;public-domain
openssl, 1.1.1d-0+deb10u2, BSD;OpenSSL;SSLeay
openvswitch-common, 2.8.90-1-cl4u2, LGPL-2.1
openvswitch-vtep, 2.8.90-1-cl4u2, LGPL-2.1
parted, 3.2-25, GPL;GPL-3
passwd, 1:4.5-1.1, BSD;GPL;GPL-2
patch, 2.7.6-3+deb10u1, GPL
pciutils, 1:3.5.2-1, GPL
perl, 5.28.1-6, Artistic;Artistic-2;Artistic-dist;BSD;BSD-3-clause;BSD-3-clause-GENERIC;BSD-3-clause-with-weird-numbering;BSD-4-clause-POWERDOG;BZIP; CC0-1.0;DONT-CHANGE-THE-GPL;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;GPL-3+-WITH-BISON-EXCEPTION;HSIEH-BSD;HSIEH-DERIVATIVE;LGPL-2;LGPL-2.1;MIT;public domain;REGCOMP;RRA-KEEP-THIS-NOTICE;S2P;SDBM-PUBLIC-DOMAIN;TEXT-TABS;Unicode;zlib;ZLIB
perl-base, 5.28.1-6, Artistic;Artistic-2;Artistic-dist;BSD;BSD-3-clause;BSD-3-clause-GENERIC;BSD-3-clause-with-weird-numbering;BSD-4-clause-POWERDOG;BZIP; CC0-1.0;DONT-CHANGE-THE-GPL;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;GPL-3+-WITH-BISON-EXCEPTION;HSIEH-BSD;HSIEH-DERIVATIVE;LGPL-2;LGPL-2.1;MIT;public domain;REGCOMP;RRA-KEEP-THIS-NOTICE;S2P;SDBM-PUBLIC-DOMAIN;TEXT-TABS;Unicode;zlib;ZLIB
perl-modules-5.28, 5.28.1-6, Artistic;Artistic-2;Artistic-dist;BSD;BSD-3-clause;BSD-3-clause-GENERIC;BSD-3-clause-with-weird-numbering;BSD-4-clause-POWERDOG;BZIP; CC0-1.0;DONT-CHANGE-THE-GPL;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;GPL-3+-WITH-BISON-EXCEPTION;HSIEH-BSD;HSIEH-DERIVATIVE;LGPL-2;LGPL-2.1;MIT;public domain;REGCOMP;RRA-KEEP-THIS-NOTICE;S2P;SDBM-PUBLIC-DOMAIN;TEXT-TABS;Unicode;zlib;ZLIB
pinentry-curses, 1.1.0-2, GPL;GPL-2;GPL-2+;LGPL-3;LGPL-3+;MIT;X11
pkg-config, 0.29-6, GPL
platform-modules-4.19.0-cl-1-amd64, 4.0+cl4u2, Cumulus Networks Proprietary;GPL;GPL-2
portwd, 4.0-cl4u2, GPL;GPL-2
procps, 2:3.3.15-2, GPL;GPL-2;GPL-2.0+;LGPL-2;LGPL-2.0+;LGPL-2.1+
psmisc, 23.2-1, GPL;GPL-2;GPL-2+
ptmd, 4.0-cl4u1.b1, EPL-1;GPL;GPL-2
python, 2.7.16-1, BEOPEN;CNRI;GPL;Python
python-apt, 1.8.4.1, GPL;GPL-2;GPL-2+;Permissive
python-apt-common, 1.8.4.1, GPL;GPL-2;GPL-2+;Permissive
python-argcomplete, 1.8.1-1, Apache-2;Apache-2.0
python-babel, 2.6.0+dfsg.1-1, BSD;BSD-3-clause;GPL;GPL-2;GPL-2+;Unicode
python-babel-localedata, 2.6.0+dfsg.1-1, BSD;BSD-3-clause;GPL;GPL-2;GPL-2+;Unicode
python-certifi, 2018.8.24-1, GPL;GPL-2;MPL-2
python-chardet, 3.0.4-3, LGPL-2;LGPL-2.1+
python-configobj, 5.0.6-3, BSD;BSD-3-clause
python-cumulus-restapi, 0.1-cl4u2, Cumulus Networks Proprietary; GPL-2
python-daemon, 2.2.3-1, Apache-2;GPL;GPL-3;GPL-3+
python-debtcollector, 1.20.0-2, Apache-2
python-docopt, 0.6.2-2, GPL;GPL-3;MIT;MIT/X11
python-docutils, 0.14+dfsg-4, BEOPEN;BSD;BSD-2-clause;BSD-3-clause;CNRI;GPL;GPL-3;GPL-3+;LGPL-2;LGPL-2.1+;public domain;public-domain;Python-2.1.1
python-dpkt, 1.9.2-1, BSD;BSD-3-clause;GPL;GPL-2;GPL-2+
python-enum34, 1.1.6-2, GPL;GPL-3
python-eventlet, 0.20.0-6, Apache-2;Apache-2.0;ccp-bsd;Expat;generic-bsd;voidspace-bsd
python-falcon, 1.0.0-2+b3, Apache-2
python-funcsigs, 1.0.2-4, Apache-2
python-greenlet, 0.4.15-2, GPL;GPL-3;MIT;PSFL-2
python-gunicorn, 19.9.0-1, BSD;BSD-3-clause;GPL;GPL-3;GPL-3+;MIT
python-gvgen, 0.9-3, GPL;GPL-2
python-idna, 2.6-1, BSD;BSD-3-clause;PSF-2;Unicode
python-ipaddr, 2.2.0-2, Apache-2
python-lockfile, 1:0.12.2-2, Expat;GPL;GPL-3;GPL-3+
python-mako, 1.0.7+ds1-1, BSD;BSD-3-clause;Expat;WTFPL
python-markupsafe, 1.1.0-1, BSD
python-mimeparse, 0.1.4-3.1, Expat
python-minimal, 2.7.16-1, BEOPEN;CNRI;GPL;Python
python-netaddr, 0.7.19-1, BSD
python-netsnmp, 5.8.0-cl4u7, BSD
python-network-docopt, 0.1.11-cl4u1, GPL;GPL-2;GPL-2+
python-nlmanager, 4.1-cl4u2, MIT-like
python-openvswitch, 2.8.90-1-cl4u2, LGPL-2.1
python-oslo.config, 1:6.4.1-1, Apache-2;Apache-2.0
python-oslo.i18n, 3.21.0-2, Apache-2
python-pbr, 4.2.0-5, Apache-2;BSD;BSD-2-clause;BSD-3-clause
python-pkg-resources, 40.8.0-1, BEOPEN;CNRI;GPL
python-protobuf, 3.6.1.3-2, Apache-2;Apache-2.0;BSD;BSD-3-Clause~Bloomberg;BSD-3-Clause~Google;BSD-3-Clause~RedHat;Expat;GPL;GPL-2;GPL-3;GPLWithACException;Public-Domain
python-rdnbrd, 3.0-cl4u1, GPL;GPL-2
python-requests, 2.21.0-1, Apache;Apache-2
python-rfc3986, 0.3.1-2, Apache-2
python-roman, 2.0.0-3, BEOPEN;CNRI;GPL;Python-2.1.1;ZPL-2.1
python-serial, 3.4-4, oldPython
python-setuptools, 40.8.0-1, BEOPEN;CNRI;GPL
python-six, 1.12.0-1, Expat
python-smbus, 4.1-1, GPL;GPL-2;LGPL-2
python-stevedore, 1.29.0-2, Apache-2;Apache-2.0
python-tabulate, 0.8.2-1, Expat
python-tz, 2019.1-1, Expat;public domain
python-urllib3, 1.24.1-1, Expat;PSF-2
python-wrapt, 1.10.11-1, BSD;BSD-2-clause;PSF-License
python-yaml, 3.13-2, BSD
python2, 2.7.16-1, BEOPEN;CNRI;GPL;Python
python2-minimal, 2.7.16-1, BEOPEN;CNRI;GPL;Python
python2.7, 2.7.16-2+deb10u1, Apache-2;BEOPEN;BSD;CNRI;GPL;GPL-2;ISC;OpenSSL;Python;SSLeay;zlib
python2.7-minimal, 2.7.16-2+deb10u1, Apache-2;BEOPEN;BSD;CNRI;GPL;GPL-2;ISC;OpenSSL;Python;SSLeay;zlib
python3, 3.7.3-1, BEOPEN;CNRI;GPL;Python
python3-certifi, 2018.8.24-1, GPL;GPL-2;MPL-2
python3-chardet, 3.0.4-3, LGPL-2;LGPL-2.1+
python3-distutils, 3.7.3-1, BEOPEN;CNRI;GPL;Python
python3-idna, 2.6-1, BSD;BSD-3-clause;PSF-2;Unicode
python3-lib2to3, 3.7.3-1, BEOPEN;CNRI;GPL;Python
python3-minimal, 3.7.3-1, BEOPEN;CNRI;GPL;Python
python3-pkg-resources, 40.8.0-1, BEOPEN;CNRI;GPL
python3-requests, 2.21.0-1, Apache;Apache-2
python3-six, 1.12.0-1, Expat
python3-urllib3, 1.24.1-1, Expat;PSF-2
python3.7, 3.7.3-2+deb10u1, BEOPEN;BSD;CNRI;GPL;GPL-2;OpenSSL;Python;SSLeay;zlib
python3.7-minimal, 3.7.3-2+deb10u1, BEOPEN;BSD;CNRI;GPL;GPL-2;OpenSSL;Python;SSLeay;zlib
rasdaemon, 0.6.0-1.2, GPL;GPL-2;GPL-2+
readline-common, 7.0-5, GFDL;GPL;GPL-3
reboot-notifier, 0.5-cl4u1, GPL;GPL-3;GPL-3.0+
rlwrap, 0.43-1+b1, GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+
rsync, 3.1.3-6, GPL;GPL-3
rsyslog, 8.1901.0-1, Apache-2;Apache-2.0;BSD;BSD-3-clause;GPL;GPL-3;GPL-3.0+;LGPL-3;LGPL-3.0+
runit-helper, 2.8.6, GPL;GPL-3;GPL-3+
screen, 4.6.2-3, GPL;GPL-3;GPL-3+
sed, 4.7-1, GPL;GPL-3
sensible-utils, 0.0.12, All-permissive;configure;GPL;GPL-2;GPL-2+;installsh;MIT;public domain
sgml-base, 1.29, GPL;GPL-2;GPL-2+
smartmontools, 6.6-1, GPL;GPL-2;GPL-2+
snmp, 5.8.0-cl4u7, BSD
snmpd, 5.8.0-cl4u7, BSD
snmptrapd, 5.8.0-cl4u7, BSD
socat, 1.7.3.2-2, GPL;GPL-2;GPL-3;MIT
sqlite3, 3.27.2-3, GPL;GPL-2;GPL-2+;public domain;public-domain
strace, 4.26-0.2, BSD
sudo, 1.8.27-1+deb10u2, ISC
switchd, 1.0-cl4u2, Cumulus Proprietary;GPL;GPL-2
switchd-halbcm, 1.0-cl4u2, Cumulus Proprietary;GPL;GPL-2
systemd, 241-7~deb10u3, CC0-1;CC0-1.0;Expat;GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;public domain;public-domain
systemd-sysv, 241-7~deb10u3, CC0-1;CC0-1.0;Expat;GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;public domain;public-domain
sysvinit-utils, 2.93-8, GPL;GPL-2;GPL-2+
tar, 1.30+dfsg-6, GPL;GPL-2;GPL-3;public domain
tasksel, 3.53, GPL;GPL-2
tasksel-data, 3.53, GPL;GPL-2
tcpdump, 4.9.3-1~deb10u1, BSD
telnet, 0.17-41.2, BSD
tmux, 2.8-3, BSD;BSD-2;BSD-3
traceroute, 1:2.1.0-2, GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+
tree, 1.8.0-1, GPL;GPL-2
tzdata, 2019c-0+deb10u1, public domain
ucf, 3.0038+nmu1, GPL;GPL-2
udev, 241-7~deb10u3, CC0-1;CC0-1.0;Expat;GPL;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;public domain;public-domain
update-inetd, 4.49, GPL;GPL-2;GPL-2+
usb.ids, 2019.07.27-0+deb10u1, BSD;GPL
usbutils, 1:010-3, GPL;GPL-2
util-linux, 2.33.1-0.1, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;GPL;GPL-2;GPL-2+;GPL-3;GPL-3+;LGPL;LGPL-2;LGPL-2+;LGPL-2.1+;LGPL-3;LGPL-3+;MIT;public domain;public-domain
uuid-runtime, 2.33.1-0.1, BSD;BSD-2-clause;BSD-3-clause;BSD-4-clause;GPL;GPL-2;GPL-2+;GPL-3;GPL-3+;LGPL;LGPL-2;LGPL-2+;LGPL-2.1+;LGPL-3;LGPL-3+;MIT;public domain;public-domain
vim, 2:8.1.0875-5, Apache;Apache-2;Artistic;Artistic-1;BSD;BSD-2-clause;BSD-3-clause;Compaq;EDL-1;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;MIT;OPL-1+;public domain;public-domain;SRA;UC;Vim;Vim-Regexp;X11;XPM
vim-common, 2:8.1.0875-5, Apache;Apache-2;Artistic;Artistic-1;BSD;BSD-2-clause;BSD-3-clause;Compaq;EDL-1;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;MIT;OPL-1+;public domain;public-domain;SRA;UC;Vim;Vim-Regexp;X11;XPM
vim-runtime, 2:8.1.0875-5, Apache;Apache-2;Artistic;Artistic-1;BSD;BSD-2-clause;BSD-3-clause;Compaq;EDL-1;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;MIT;OPL-1+;public domain;public-domain;SRA;UC;Vim;Vim-Regexp;X11;XPM
virt-what, 1.19-1, GPL;GPL-2;GPL-2+
vlan, 2.0.5, GPL;GPL-2;GPL-2+
vrf, 1.0-cl4u2, GPL;GPL-2
watchdog, 5.14-cl4u1, GPL
wget, 1.20.1-1.1, GFDL-1;GPL;GPL-3
xkb-data, 2.26-2, MIT
xml-core, 0.18+nmu1, GPL;GPL-2;GPL-2+
xxd, 2:8.1.0875-5, Apache;Apache-2;Artistic;Artistic-1;BSD;BSD-2-clause;BSD-3-clause;Compaq;EDL-1;Expat;GPL;GPL-1;GPL-1+;GPL-2;GPL-2+;LGPL-2;LGPL-2.1+;MIT;OPL-1+;public domain;public-domain;SRA;UC;Vim;Vim-Regexp;X11;XPM
xz-utils, 5.2.4-1, Autoconf;config-h;GPL;GPL-2;GPL-2+;GPL-3;LGPL-2;LGPL-2.1+;noderivs;none;PD;PD-debian;permissive-fsf;permissive-nowarranty;probably-PD;public domain
zile, 2.4.14-7+b1, FSFAP;GPL;GPL-3;GPL-3+;MIT;public domain;public-domain
zlib1g, 1:1.2.11.dfsg-1, zlib;Zlib
